Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
Hyundai,H1,2013,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,246,Tabouk,31000,FALSE
Ford,Ranger,2011,Other,White,Standard,2.2,Gas,Manual,Used,150000,Riyadh,20000,FALSE
Toyota,Innova,2013,Saudi,Navy,Standard,,Gas,Manual,Used,3640000,Riyadh,30000,FALSE
Toyota,Camry,2007,Saudi,Red,Standard,1.1,Gas,Automatic,Used,100000,Arar,22000,FALSE
GMC,Yukon,2014,Saudi,White,Full,8,Gas,Automatic,Used,80000,Riyadh,120000,FALSE
Lexus,LS,2003,Saudi,Golden,Semi Full,9,Gas,Automatic,Used,470000,Hail,Negotiable,TRUE
GMC,Terrain,2016,Saudi,White,Standard,2.4,Gas,Automatic,Used,151000,Jazan,45000,FALSE
Toyota,Corolla,2011,Saudi,Grey,Semi Full,,Gas,Manual,Used,490,Al-Medina,18000,FALSE
GMC,Yukon,2008,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,320000,Tabouk,Negotiable,TRUE
Kia,Cadenza,2017,Saudi,Silver,Standard,3.3,Gas,Automatic,Used,106240,Riyadh,Negotiable,TRUE
Peugeot,301,2014,Saudi,Another Color,Standard,,Gas,Automatic,Used,159,Tabouk,12000,FALSE
Kia,Sportage,2020,Saudi,Orange,Semi Full,1.6,Gas,Automatic,Used,7600,Jeddah,2656,FALSE
Toyota,Innova,2017,Saudi,White,Full,,Gas,Automatic,Used,37000,Dammam,Negotiable,TRUE
Mercedes,S,2017,Saudi,Grey,Full,6,Gas,Automatic,Used,36000,Riyadh,310000,FALSE
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,28000,Riyadh,54000,FALSE
Toyota,Furniture,2019,Saudi,White,Full,4,Gas,Automatic,Used,135000,Riyadh,115005,FALSE
Toyota,Rav4,2018,Other,White,Full,2.5,Gas,Automatic,Used,61000,Riyadh,83000,FALSE
Toyota,Rav4,2017,Gulf Arabic,White,Full,2,Gas,Automatic,Used,93000,Riyadh,83000,FALSE
Mazda,CX3,2018,Saudi,White,Standard,3,Gas,Automatic,Used,39000,Riyadh,58000,FALSE
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,128000,Riyadh,35000,FALSE
GMC,Yukon,2005,Saudi,Bronze,Standard,5.3,Gas,Automatic,Used,409000,Riyadh,20000,FALSE
Toyota,Avalon,2015,Saudi,White,Standard,3.5,Gas,Automatic,Used,78000,Riyadh,Negotiable,TRUE
Toyota,Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,Used,53000,Riyadh,103000,FALSE
Chevrolet,Lumina,2006,Other,Oily,Standard,6,Gas,Automatic,Used,470000,Riyadh,3000,FALSE
Toyota,Land Cruiser,2014,Saudi,Black,Full,,Gas,Automatic,Used,270,Riyadh,Negotiable,TRUE
Kia,Optima,2014,Saudi,Silver,Full,2.5,Gas,Automatic,Used,2002500,Riyadh,42000,FALSE
Chevrolet,Corvette,2010,Saudi,Black,Full,,Gas,Automatic,Used,87000,Jeddah,95000,FALSE
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,Used,110,Aseer,46000,FALSE
Lexus,LX,2015,Saudi,Black,Full,,Gas,Automatic,Used,109900,Riyadh,Negotiable,TRUE
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,96000,Dammam,36000,FALSE
Nissan,Sunny,2013,Other,White,Standard,,Gas,Automatic,Used,175097,Riyadh,Negotiable,TRUE
Chevrolet,Suburban,1999,Saudi,Green,Standard,,Gas,Automatic,Used,2500,Hail,6500,FALSE
Isuzu,D-MAX,2020,Saudi,White,Full,,Diesel,Automatic,Used,40000,Riyadh,120500,FALSE
Hyundai,Tucson,2017,Saudi,Another Color,Semi Full,2,Gas,Automatic,Used,152,Dammam,62000,FALSE
Toyota,Hilux,2015,Saudi,White,Full,,Gas,Manual,Used,303149,Hail,Negotiable,TRUE
Toyota,Land Cruiser,2020,Saudi,White,Full,,Diesel,Automatic,Used,47600,Riyadh,Negotiable,TRUE
Hyundai,Azera,2020,Other,Grey,Semi Full,3.5,Gas,Automatic,Used,37000,Tabouk,1846,FALSE
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,Used,221000,Jubail,1300,FALSE
Chevrolet,Suburban,2000,Saudi,Black,Semi Full,1.5,Gas,Automatic,Used,50000,Qurayyat,Negotiable,TRUE
Nissan,Patrol,2020,Saudi,Grey,Full,,Gas,Automatic,Used,89000,Riyadh,210000,FALSE
Chevrolet,Suburban,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,90000,Al-Medina,Negotiable,TRUE
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,Used,136000,Dammam,67000,FALSE
Toyota,Yaris,2015,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,150000,Riyadh,Negotiable,TRUE
GMC,Sierra,2015,Saudi,Silver,Full,,Gas,Automatic,Used,272,Tabouk,70000,FALSE
Fiat,500,2020,Saudi,White,Full,1.4,Gas,Automatic,Used,11500,Riyadh,85000,FALSE
Toyota,Land Cruiser,2018,Saudi,White,Full,,Gas,Automatic,Used,92000,Taef,Negotiable,TRUE
Toyota,Yaris,2016,Saudi,Grey,Standard,,Gas,Manual,Used,134000,Jubail,23000,FALSE
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6,Gas,Automatic,Used,73000,Dammam,79000,FALSE
GMC,Sierra,2020,Saudi,Silver,Semi Full,5.3,Gas,Automatic,Used,18000,Dammam,152000,FALSE
Lexus,LS,2007,Saudi,Another Color,Full,4.6,Gas,Automatic,Used,353000,Aseer,Negotiable,TRUE
GMC,Yukon,2012,Saudi,Black,Full,,Gas,Automatic,Used,270,Qassim,39000,FALSE
Toyota,Hiace,2010,Saudi,White,Standard,,Gas,Manual,Used,300,Al-Ahsa,Negotiable,TRUE
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,8,Gas,Automatic,Used,200000,Dammam,Negotiable,TRUE
Chevrolet,Kaptiva,2021,Saudi,Red,Standard,1.5,Gas,Automatic,Used,18750,Al-Ahsa,Negotiable,TRUE
Chevrolet,Suburban,2017,Saudi,Another Color,Full,5.3,Gas,Automatic,Used,184000,Dammam,137000,FALSE
Ford,Taurus,2017,Other,Silver,Semi Full,3.5,Gas,Automatic,Used,142311,Dammam,75000,FALSE
Toyota,Innova,2016,Saudi,White,Full,2.7,Gas,Automatic,Used,101000,Dammam,72000,FALSE
Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,Used,134000,Dammam,66000,FALSE
Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,125000,Dammam,53000,FALSE
Ford,Taurus,2015,Saudi,White,Semi Full,2,Gas,Automatic,Used,285000,Dammam,52000,FALSE
BMW,The 7,2009,Saudi,Bronze,Full,4.4,Gas,Automatic,Used,285000,Dammam,46000,FALSE
Land Rover,Range Rover,2008,Saudi,White,Full,5,Gas,Automatic,Used,329000,Dammam,32000,FALSE
Nissan,VTC,2000,Saudi,White,Semi Full,4.8,Gas,Manual,Used,490000,Dammam,30000,FALSE
Mercedes,CLS,2007,Saudi,Grey,Full,6.3,Gas,Automatic,Used,340000,Dammam,21000,FALSE
Audi,A8,2007,Saudi,White,Full,3.2,Gas,Automatic,Used,180000,Dammam,19000,FALSE
Lincoln,MKX,2007,Saudi,Black,Full,3.7,Gas,Automatic,Used,340000,Dammam,Negotiable,TRUE
Toyota,Prado,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,201000,Riyadh,107000,FALSE
Ford,Marquis,2006,Other,Red,Full,,Gas,Automatic,Used,200000,Hafar Al-Batin,Negotiable,TRUE
Toyota,Land Cruiser,2021,Saudi,White,Full,4.6,Gas,Automatic,Used,8000,Dammam,295000,FALSE
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,38000,Dammam,255000,FALSE
Lexus,LS,2015,Saudi,White,Full,4.6,Gas,Automatic,Used,132000,Dammam,165000,FALSE
GMC,Sierra,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,Used,152000,Dammam,124000,FALSE
Chevrolet,Tahoe,2016,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,223000,Dammam,110000,FALSE
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,Used,111000,Dammam,68000,FALSE
Honda,Odyssey,2015,Saudi,White,Standard,3.5,Gas,Automatic,Used,153000,Dammam,60000,FALSE
Nissan,Pathfinder,2007,Saudi,White,Full,,Gas,Automatic,Used,200000,Riyadh,Negotiable,TRUE
Mercedes,C,2020,Saudi,White,Full,,Gas,Automatic,Used,10000,Jeddah,190000,FALSE
Toyota,Land Cruiser,1999,Other,Silver,Semi Full,,Gas,Manual,Used,175000,Riyadh,57000,FALSE
Audi,A4,2013,Gulf Arabic,Another Color,Full,2,Gas,Automatic,Used,250000,Riyadh,45000,FALSE
Ford,Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,Used,78000,Dammam,64000,FALSE
Toyota,Camry,2017,Saudi,White,Full,1.4,Gas,Automatic,Used,13400,Riyadh,65000,FALSE
Audi,A6,2013,Saudi,Black,Semi Full,3,Gas,Automatic,Used,75000,Riyadh,70000,FALSE
Kia,Optima,2015,Other,Red,Semi Full,2.4,Gas,Automatic,Used,950000,Al-Medina,Negotiable,TRUE
Hyundai,Sonata,2006,Other,White,Standard,,Gas,Manual,Used,250,Riyadh,Negotiable,TRUE
Jeep,Cherokee,1998,Saudi,White,Standard,4,Gas,Automatic,Used,270000,Yanbu,16000,FALSE
Chevrolet,Tahoe,2012,Saudi,Black,Full,,Gas,Automatic,Used,281,Riyadh,65000,FALSE
Lexus,LX,2020,Gulf Arabic,Black,Full,,Gas,Automatic,Used,13000,Riyadh,420000,FALSE
Rolls-Royce,Ghost,2013,Gulf Arabic,White,Full,,Gas,Automatic,Used,24000,Riyadh,700000,FALSE
Mercedes,POS24,1982,Other,Another Color,Standard,8,Diesel,Manual,Used,1000,Taef,Negotiable,TRUE
Toyota,Hilux,2014,Gulf Arabic,White,Full,2.7,Gas,Manual,Used,237000,Jubail,Negotiable,TRUE
Volvo,FH,2015,Saudi,White,Full,,Diesel,Manual,Used,300000,Jazan,245000,FALSE
Toyota,Prado,2019,Gulf Arabic,White,Full,4,Gas,Automatic,Used,19054,Riyadh,162500,FALSE
Toyota,Prado,2019,Gulf Arabic,White,Full,4,Gas,Automatic,Used,19054,Riyadh,162500,FALSE
Porsche,Cayenne S,2013,Saudi,White,Full,4.8,Gas,Automatic,Used,219000,Riyadh,100000,FALSE
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,108000,Riyadh,29000,FALSE
Ford,Taurus,2018,Saudi,White,Standard,2,Gas,Automatic,Used,71000,Riyadh,65000,FALSE
Toyota,Camry,2016,Saudi,Silver,Standard,2.4,Gas,Automatic,Used,79000,Riyadh,Negotiable,TRUE
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,51000,Riyadh,31000,FALSE
Hyundai,Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,80000,Riyadh,Negotiable,TRUE
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,65000,Riyadh,30000,FALSE
Honda,Accord,2010,Saudi,Silver,Full,,Gas,Automatic,Used,300000,Riyadh,32000,FALSE
Toyota,Ciocca,2014,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,28000,Qassim,75000,FALSE
Ford,Explorer,2010,Saudi,White,Full,,Gas,Automatic,Used,200,Hafar Al-Batin,Negotiable,TRUE
GMC,Sierra,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,99000,Al-Ahsa,Negotiable,TRUE
Toyota,Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,,Gas,Manual,Used,260000,Jubail,60000,FALSE
Toyota,Camry,2004,Saudi,Grey,Semi Full,7.8,Gas,Manual,Used,507,Najran,Negotiable,TRUE
Toyota,Land Cruiser,2013,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,240000,Riyadh,105000,FALSE
Chevrolet,Tahoe,2008,Other,Black,Full,2.9,Gas,Automatic,Used,265000,Riyadh,33000,FALSE
GMC,Yukon,2015,Saudi,Black,Full,6.2,Gas,Automatic,Used,216000,Besha,98000,FALSE
Mercedes,S,1980,Other,White,Standard,,Gas,Automatic,Used,160000,Riyadh,40000,FALSE
Ford,Victoria,2011,Saudi,Another Color,Standard,4.6,Gas,Automatic,Used,270,Dammam,35000,FALSE
Hyundai,Elantra,2018,Saudi,Silver,Full,2,Gas,Automatic,Used,97588,Jeddah,55000,FALSE
Mazda,6,2016,Saudi,Red,Full,2.5,Gas,Automatic,Used,117000,Hafar Al-Batin,72000,FALSE
Ford,Taurus,2018,Saudi,Black,Standard,,Gas,Automatic,Used,180,Riyadh,Negotiable,TRUE
Chevrolet,Tahoe,2017,Saudi,Black,Semi Full,8,Gas,Automatic,Used,220,Arar,118000,FALSE
Nissan,Patrol,2020,Saudi,Grey,Full,1.4,Gas,Automatic,Used,89000,Riyadh,210000,FALSE
Ford,Victoria,1999,Other,Golden,Semi Full,,Gas,Automatic,Used,391047,Aseer,Negotiable,TRUE
Mercedes,S,2012,Gulf Arabic,Navy,Full,3.3,Gas,Automatic,Used,85000,Al-Medina,110000,FALSE
Dodge,Charger,2012,Saudi,Yellow,Full,6.4,Gas,Automatic,Used,167000,Al-Medina,85000,FALSE
Toyota,Furniture,2018,Saudi,White,Semi Full,2.7,Gas,Automatic,Used,224000,Dammam,85000,FALSE
Hyundai,Accent,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,Used,174000,Jeddah,24000,FALSE
Chrysler,C300,2019,Saudi,Black,Full,,Gas,Automatic,Used,45000,Riyadh,145000,FALSE
Mazda,6,2019,Saudi,Black,Full,2.1,Gas,Automatic,Used,81000,Jeddah,90000,FALSE
Nissan,Sunny,2014,Saudi,White,Standard,,Gas,Automatic,Used,176000,Makkah,Negotiable,TRUE
Toyota,Land Cruiser,2019,Saudi,White,Full,,Gas,Automatic,Used,134000,Al-Ahsa,170000,FALSE
Toyota,Camry,2019,Saudi,Black,Standard,2.5,Hybrid,Automatic,Used,55000,Makkah,80000,FALSE
Toyota,Furniture,2018,Saudi,White,Full,,Gas,Automatic,Used,120000,Hafar Al-Batin,Negotiable,TRUE
Changan,CS95,2020,Saudi,Brown,Full,,Gas,Automatic,Used,32000,Jazan,Negotiable,TRUE
BMW,The 7,2016,Saudi,White,Full,,Gas,Automatic,Used,161,Khobar,160000,FALSE
Hyundai,Elantra,2014,Saudi,Grey,Full,2,Gas,Automatic,Used,290000,Riyadh,33500,FALSE
Kia,Cores,2005,Saudi,White,Standard,4,Gas,Manual,Used,400,Makkah,10000,FALSE
Ford,Taurus,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,Used,66000,Riyadh,77000,FALSE
BMW,The 5,2011,Saudi,Silver,Semi Full,3,Gas,Automatic,Used,276000,Riyadh,65000,FALSE
Toyota,Yaris,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,155000,Jeddah,32000,FALSE
Chevrolet,Caprice,2013,Other,White,Semi Full,6.2,Gas,Automatic,Used,193000,Dammam,44000,FALSE
Jeep,Wrangler,2019,Saudi,White,Full,3.6,Gas,Automatic,Used,16000,Riyadh,181000,FALSE
Toyota,Camry,2016,Saudi,Another Color,Standard,,Gas,Automatic,Used,111417,Yanbu,Negotiable,TRUE
Jeep,Grand Cherokee,2015,Saudi,Silver,Full,5.7,Gas,Automatic,Used,146000,Riyadh,95000,FALSE
Toyota,Yaris,2017,Saudi,Grey,Standard,,Gas,Automatic,Used,12500,Tabouk,32000,FALSE
GMC,Terrain,2015,Saudi,Silver,Semi Full,2.4,Gas,Automatic,Used,125000,Riyadh,38000,FALSE
Kia,Optima,2009,Other,White,Semi Full,,Gas,Automatic,Used,183,Hafar Al-Batin,Negotiable,TRUE
Toyota,Furniture,2018,Saudi,White,Semi Full,4,Gas,Automatic,Used,145,Riyadh,Negotiable,TRUE
Changan,CS95,2019,Saudi,Black,Full,2,Gas,Automatic,Used,106000,Jeddah,70000,FALSE
Chevrolet,Tahoe,2013,Saudi,Silver,Standard,,Gas,Automatic,Used,344,Taef,Negotiable,TRUE
Lexus,LX,2009,Gulf Arabic,White,Full,,Gas,Automatic,Used,422,Riyadh,Negotiable,TRUE
Lexus,ES,2013,Saudi,Black,Full,1.6,Gas,Automatic,Used,263000,Dammam,66000,FALSE
Chrysler,C300,2012,Saudi,Red,Full,,Gas,Automatic,Used,72000,Riyadh,Negotiable,TRUE
GMC,Yukon,2013,Saudi,Brown,Semi Full,,Gas,Automatic,Used,165000,Riyadh,Negotiable,TRUE
Genesis,Prestige,2014,Saudi,Black,Full,3.8,Gas,Automatic,Used,141000,Riyadh,Negotiable,TRUE
Chevrolet,Caprice,2010,Saudi,Golden,Full,,Gas,Automatic,Used,186000,Riyadh,Negotiable,TRUE
Hyundai,Elantra,2017,Other,Silver,Standard,1.6,Diesel,Automatic,Used,86000,Dammam,47000,FALSE
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,Used,121000,Dammam,75000,FALSE
Nissan,Patrol,2017,Saudi,White,Standard,4,Gas,Automatic,Used,198000,Dammam,114000,FALSE
Toyota,Furniture,2020,Saudi,Grey,Semi Full,4,Gas,Automatic,Used,3000,Dammam,135000,FALSE
Toyota,Avalon,2019,Saudi,White,Standard,3.5,Gas,Automatic,Used,43418,Riyadh,115000,FALSE
Ford,Taurus,2015,Saudi,Grey,Standard,3.6,Gas,Automatic,Used,130243,Riyadh,58000,FALSE
Toyota,Camry,2017,Saudi,White,Full,2.4,Gas,Automatic,Used,128336,Riyadh,Negotiable,TRUE
Ford,Echo Sport,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,101600,Riyadh,28000,FALSE
Jeep,Cherokee,1992,Saudi,Red,Standard,,Gas,Manual,Used,300000,Al-Ahsa,16000,FALSE
Hyundai,Sonata,2018,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,71629,Riyadh,50000,FALSE
Jeep,Liberty,2012,Other,Blue,Semi Full,,Gas,Automatic,Used,200000,Jeddah,Negotiable,TRUE
Nissan,Datsun,2015,Saudi,White,Standard,1.9,Gas,Manual,Used,142000,Makkah,39000,FALSE
Toyota,Hilux,2019,Saudi,White,Full,,Gas,Manual,Used,55000,Riyadh,Negotiable,TRUE
Geely,GC7,2015,Saudi,Silver,Full,1.6,Gas,Automatic,Used,140000,Taef,15000,FALSE
Hyundai,Sonata,2019,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,92000,Dammam,84000,FALSE
BMW,X,2009,Saudi,White,Full,4.4,Gas,Automatic,Used,404000,Dammam,Negotiable,TRUE
Audi,A8,2011,Gulf Arabic,Silver,Full,,Gas,Automatic,Used,199,Riyadh,Negotiable,TRUE
Isuzu,D-MAX,2014,Saudi,White,Semi Full,3,Diesel,Manual,Used,177,Aseer,Negotiable,TRUE
Nissan,Sunny,2018,Gulf Arabic,Brown,Semi Full,1.5,Gas,Automatic,Used,106,Jeddah,23000,FALSE
Ford,Focus,2011,,White,,,Gas,Automatic,Used,181000,Jeddah,10000,FALSE
Mercedes,S,2006,,Navy,Full,,Gas,,Used,347000,Riyadh,Negotiable,TRUE
Toyota,Hilux,2016,,White,,,Gas,,Used,342125,Dammam,Negotiable,TRUE
Toyota,Land Cruiser Pickup,1997,,White,,,Gas,,Used,300000,Riyadh,Negotiable,TRUE
Toyota,Furniture,2017,,White,Semi Full,,Gas,,Used,70000,Al-Ahsa,75000,FALSE
Mercedes,ALB,1991,,Red,,,Gas,,Used,600000,Riyadh,Negotiable,TRUE
GMC,Yukon,2011,Saudi,Bronze,Semi Full,,Gas,Automatic,Used,223,Hail,40000,FALSE
Chevrolet,Silverado,2010,Saudi,White,Standard,3.5,Gas,Automatic,Used,303545,Najran,Negotiable,TRUE
Mitsubishi,Pajero,2017,Gulf Arabic,White,Full,3.2,Diesel,Automatic,Used,80000,Qassim,89500,FALSE
Toyota,Land Cruiser,2012,Saudi,White,Full,8,Gas,Automatic,Used,228000,Qassim,112000,FALSE
Hyundai,Elantra,2016,Other,White,Full,2,Gas,Automatic,Used,309000,Besha,Negotiable,TRUE
Hyundai,Senta fe,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,255000,Aseer,51000,FALSE
Genesis,G330,2017,Other,Silver,Semi Full,3.3,Gas,Automatic,Used,68000,Qurayyat,70000,FALSE
GMC,Yukon,2008,Gulf Arabic,Golden,Semi Full,,Gas,Automatic,Used,395000,Najran,Negotiable,TRUE
Toyota,FJ,2015,Saudi,Black,Semi Full,,Gas,Automatic,Used,110000,Dammam,115000,FALSE
Mitsubishi,Pajero,2015,Other,Brown,Semi Full,3.5,Gas,Automatic,Used,153000,Al-Ahsa,Negotiable,TRUE
Toyota,Camry,2009,Saudi,White,Semi Full,,Gas,Automatic,Used,600000,Al-Medina,23000,FALSE
Dodge,Charger,2017,Saudi,Grey,Full,,Gas,Automatic,Used,166,Riyadh,Negotiable,TRUE
Toyota,Yaris,2020,Saudi,Brown,Semi Full,1.5,Gas,Automatic,Used,13000,Jeddah,37000,FALSE
Toyota,Hilux,2010,Saudi,White,Standard,2.7,Gas,Manual,Used,200000,Jeddah,Negotiable,TRUE
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,Used,98000,Najran,70000,FALSE
Mercedes,GL,2015,Saudi,Black,Full,5,Gas,Automatic,Used,32000,Makkah,183000,FALSE
GMC,Acadia,2008,Other,Black,Semi Full,1.6,Gas,Automatic,Used,27000,Makkah,Negotiable,TRUE
Mazda,CX9,2015,Saudi,Black,Full,2.5,Gas,Automatic,Used,234000,Taef,57000,FALSE
Toyota,Land Cruiser 70,2019,Saudi,White,Full,,Gas,Manual,Used,26000,Aseer,130000,FALSE
Kia,Rio,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,109000,Riyadh,Negotiable,TRUE
Toyota,Furniture,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,322000,Riyadh,Negotiable,TRUE
Nissan,Datsun,2015,Saudi,White,Full,2.7,Gas,Manual,Used,82000,Makkah,Negotiable,TRUE
Ford,Taurus,2016,Saudi,Silver,Semi Full,,Gas,Automatic,Used,248000,Dammam,Negotiable,TRUE
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Manual,Used,89000,Riyadh,Negotiable,TRUE
Kia,Rio,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,130000,Riyadh,Negotiable,TRUE
Lexus,ES,2020,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,29000,Jeddah,230000,FALSE
Toyota,Prado,2016,Saudi,White,Standard,4,Gas,Automatic,Used,74000,Jeddah,120000,FALSE
Toyota,Camry,2010,Saudi,Green,Full,2.4,Gas,Manual,Used,390000,Dammam,20000,FALSE
Toyota,Land Cruiser,2003,Saudi,White,Full,,Gas,Automatic,Used,560000,Al-Ahsa,Negotiable,TRUE
Toyota,Prado,2015,Saudi,Grey,Semi Full,4,Gas,Automatic,Used,70000,Tabouk,110000,FALSE
Toyota,Corolla,2014,Other,White,Semi Full,1.6,Gas,Automatic,Used,212,Makkah,Negotiable,TRUE
Hyundai,Tucson,2018,Other,Silver,Semi Full,2,Gas,Automatic,Used,100000,Jeddah,60000,FALSE
Hyundai,Sonata,2014,Saudi,White,Semi Full,,Gas,Automatic,Used,300,Aseer,Negotiable,TRUE
Chevrolet,Tahoe,2019,Saudi,White,Full,5.3,Gas,Automatic,Used,62000,Jeddah,195000,FALSE
Chevrolet,Suburban,2001,Saudi,Black,Full,,Gas,Automatic,Used,400000,Taef,Negotiable,TRUE
BMW,The M,2020,Saudi,Black,Full,6,Gas,Automatic,Used,13000,Riyadh,385000,FALSE
Ford,Expedition,2016,Saudi,Black,Semi Full,,Gas,Automatic,Used,160000,Riyadh,85000,FALSE
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,Used,135637,Qassim,Negotiable,TRUE
Toyota,Land Cruiser 70,2012,Saudi,Another Color,Semi Full,4,Gas,Manual,Used,280,Tabouk,Negotiable,TRUE
Land Rover,Range Rover,2007,Saudi,White,Full,8.9,Gas,Automatic,Used,148,Riyadh,38000,FALSE
Chevrolet,Tahoe,2015,Saudi,White,Full,6,Gas,Automatic,Used,26000,Jubail,Negotiable,TRUE
Renault,Duster,2019,Saudi,Orange,Full,1.6,Gas,Automatic,Used,27000,Dammam,54000,FALSE
Ford,Explorer,2009,Other,White,Semi Full,,Gas,Automatic,Used,430,Jeddah,20000,FALSE
Nissan,Altima,2017,Saudi,White,Standard,2.5,Gas,Automatic,Used,77000,Riyadh,Negotiable,TRUE
Dodge,Charger,2020,Saudi,Grey,Standard,3.6,Gas,Automatic,Used,11000,Riyadh,100000,FALSE
Mazda,CX9,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,130000,Qassim,Negotiable,TRUE
Kia,Rio,2014,Other,Grey,Standard,,Gas,Automatic,Used,196,Al-Ahsa,18000,FALSE
Toyota,FJ,2020,Gulf Arabic,White,Full,,Gas,Automatic,Used,15000,Riyadh,Negotiable,TRUE
Toyota,Camry,2001,Saudi,White,Full,4,Gas,Manual,Used,350000,Jeddah,25000,FALSE
GMC,Suburban,2003,Saudi,Another Color,Standard,,Gas,Automatic,Used,472000,Riyadh,Negotiable,TRUE
Toyota,Hilux,2009,Saudi,White,Full,,Gas,Manual,Used,465,Aseer,Negotiable,TRUE
Dodge,Charger,2016,Other,Navy,Full,1.7,Gas,Automatic,Used,140,Al-Medina,65000,FALSE
Toyota,Furniture,2015,Gulf Arabic,Silver,Standard,2.7,Gas,Automatic,Used,243000,Riyadh,50000,FALSE
Kia,Cores,2015,Saudi,Black,Full,,Gas,Automatic,Used,130,Dammam,Negotiable,TRUE
Hyundai,Sonata,2017,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,Used,224000,Riyadh,Negotiable,TRUE
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.4,Gas,Manual,Used,164000,Al-Jouf,Negotiable,TRUE
Cadillac,Escalade,2010,Other,Silver,Full,,Gas,Automatic,Used,194000,Al-Medina,37000,FALSE
Chevrolet,Lumina,2008,Saudi,White,Standard,3,Gas,Automatic,Used,295000,Al-Ahsa,Negotiable,TRUE
Hyundai,H1,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,Used,76000,Dammam,65000,FALSE
Hummer,H3,2008,Other,Red,Full,,Gas,Automatic,Used,340000,Riyadh,21000,FALSE
Toyota,Furniture,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,185000,Riyadh,73000,FALSE
Toyota,Land Cruiser,2014,Saudi,White,Semi Full,,Gas,Automatic,Used,346000,Taef,130000,FALSE
Ford,Marquis,2011,Gulf Arabic,Golden,Full,,Gas,Automatic,Used,360,Dammam,Negotiable,TRUE
Chevrolet,Tahoe,2016,Saudi,Silver,Standard,,Gas,Automatic,Used,145000,Abha,Negotiable,TRUE
Ford,Expedition,2012,Saudi,Grey,Standard,3.8,Gas,Automatic,Used,86000,Riyadh,53000,FALSE
Geely,GS,2016,Saudi,Golden,Full,2.4,Gas,Automatic,Used,163000,Abha,Negotiable,TRUE
Lexus,ES,2018,Saudi,Black,Full,3.5,Gas,Automatic,Used,91000,Riyadh,130000,FALSE
Kia,Picanto,2017,Saudi,Red,Standard,1,Gas,Automatic,Used,158000,Al-Medina,22500,FALSE
Renault,Dokker,2019,Saudi,White,Standard,1.6,Gas,Manual,Used,90000,Riyadh,Negotiable,TRUE
